FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,FSR20,FSR21,FSR22,FSR23,FSR24,FSR25,FSR26,FSR27,FSR28,FSR29,FSR30,FSR31,FSR32,FSR33,FSR34,FSR35,FSR36,FSR37,FSR38,FSR39,FSR40,FSR41,FSR42,FSR43,FSR44,FSR45,FSR46,FSR47,FSR48,FSR49,FSR50,FSR51,FSR52,FSR53,FSR54,FSR55,FSR56,FSR57,FSR58,FSR59,FSR60,FSR61,FSR62,FSR63,FSR64
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,162.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,29.0,0.0,0.0,0.0,97.0,56.0,30.0,37.0,21.0,0.0,0.0,0.0,61.0,92.0,71.0,271.0,163.0,24.0,0.0,0.0,0.0,29.0,22.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,166.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,34.0,0.0,0.0,0.0,93.0,59.0,27.0,34.0,23.0,0.0,0.0,0.0,69.0,91.0,74.0,269.0,167.0,24.0,0.0,0.0,0.0,30.0,18.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,166.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,33.0,0.0,0.0,0.0,93.0,56.0,35.0,38.0,20.0,0.0,0.0,0.0,70.0,94.0,67.0,268.0,159.0,17.0,0.0,0.0,0.0,26.0,0.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,169.0,223.0,16.0,0.0,0.0,0.0,0.0,0.0,49.0,32.0,0.0,0.0,0.0,90.0,59.0,37.0,36.0,25.0,0.0,0.0,0.0,61.0,98.0,74.0,265.0,163.0,22.0,0.0,0.0,0.0,24.0,18.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,166.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,34.0,0.0,0.0,0.0,96.0,59.0,41.0,32.0,23.0,0.0,0.0,0.0,72.0,87.0,74.0,275.0,163.0,18.0,0.0,0.0,0.0,28.0,0.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,172.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,29.0,0.0,0.0,0.0,91.0,56.0,38.0,36.0,19.0,0.0,0.0,0.0,69.0,91.0,70.0,264.0,159.0,20.0,0.0,0.0,0.0,26.0,0.0,27.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,171.0,231.0,20.0,0.0,0.0,0.0,0.0,0.0,47.0,39.0,0.0,0.0,0.0,98.0,57.0,40.0,36.0,27.0,0.0,0.0,0.0,74.0,93.0,72.0,270.0,155.0,26.0,0.0,0.0,0.0,21.0,0.0,34.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,169.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,36.0,0.0,0.0,0.0,99.0,62.0,34.0,32.0,25.0,0.0,0.0,0.0,62.0,97.0,71.0,268.0,155.0,27.0,0.0,0.0,0.0,28.0,16.0,30.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,173.0,229.0,16.0,0.0,0.0,0.0,0.0,0.0,49.0,43.0,0.0,0.0,0.0,99.0,59.0,28.0,46.0,23.0,0.0,0.0,0.0,74.0,91.0,76.0,263.0,166.0,24.0,0.0,0.0,0.0,25.0,17.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,163.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,33.0,0.0,0.0,0.0,104.0,61.0,41.0,38.0,26.0,0.0,0.0,0.0,71.0,87.0,76.0,267.0,165.0,26.0,0.0,0.0,0.0,31.0,18.0,26.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
