FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,FSR20,FSR21,FSR22,FSR23,FSR24,FSR25,FSR26,FSR27,FSR28,FSR29,FSR30,FSR31,FSR32,FSR33,FSR34,FSR35,FSR36,FSR37,FSR38,FSR39,FSR40,FSR41,FSR42,FSR43,FSR44,FSR45,FSR46,FSR47,FSR48,FSR49,FSR50,FSR51,FSR52,FSR53,FSR54,FSR55,FSR56,FSR57,FSR58,FSR59,FSR60,FSR61,FSR62,FSR63,FSR64
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0,169.0,187.0,137.0,34.0,26.0,0.0,0.0,0.0,309.0,176.0,59.0,0.0,0.0,0.0,0.0,16.0,257.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,344.0,27.0,0.0,21.0,0.0,0.0,0.0,22.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,177.0,193.0,129.0,32.0,23.0,0.0,0.0,0.0,313.0,196.0,53.0,0.0,0.0,0.0,0.0,25.0,260.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,345.0,26.0,18.0,20.0,0.0,0.0,0.0,18.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,180.0,192.0,137.0,31.0,25.0,0.0,0.0,16.0,323.0,179.0,55.0,0.0,0.0,0.0,0.0,21.0,256.0,203.0,0.0,0.0,0.0,0.0,0.0,17.0,209.0,339.0,25.0,18.0,17.0,0.0,0.0,0.0,25.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,179.0,191.0,139.0,32.0,26.0,0.0,0.0,17.0,324.0,178.0,54.0,0.0,0.0,0.0,0.0,19.0,263.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,338.0,24.0,17.0,0.0,0.0,0.0,0.0,19.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,184.0,195.0,136.0,28.0,25.0,0.0,0.0,0.0,311.0,182.0,58.0,0.0,17.0,0.0,0.0,18.0,252.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,335.0,28.0,17.0,23.0,0.0,0.0,0.0,20.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,0.0,0.0,0.0,0.0,0.0,186.0,192.0,141.0,30.0,27.0,0.0,0.0,0.0,326.0,175.0,53.0,0.0,19.0,0.0,0.0,25.0,253.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,332.0,28.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,181.0,186.0,133.0,32.0,31.0,0.0,0.0,19.0,332.0,176.0,55.0,0.0,0.0,0.0,0.0,32.0,268.0,205.0,17.0,0.0,0.0,0.0,0.0,18.0,210.0,347.0,28.0,20.0,0.0,0.0,0.0,0.0,21.0,31.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,16.0,0.0,0.0,0.0,0.0,183.0,189.0,134.0,34.0,28.0,0.0,0.0,16.0,327.0,183.0,55.0,0.0,0.0,0.0,0.0,24.0,259.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,344.0,23.0,18.0,0.0,0.0,0.0,0.0,21.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,174.0,197.0,134.0,29.0,29.0,0.0,0.0,25.0,330.0,181.0,50.0,0.0,16.0,0.0,0.0,29.0,270.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,344.0,26.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,0.0,0.0,0.0,0.0,0.0,186.0,193.0,137.0,32.0,32.0,0.0,0.0,18.0,334.0,177.0,49.0,0.0,0.0,0.0,0.0,26.0,265.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,346.0,29.0,16.0,0.0,0.0,0.0,0.0,16.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
