FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,FSR20,FSR21,FSR22,FSR23,FSR24,FSR25,FSR26,FSR27,FSR28,FSR29,FSR30,FSR31,FSR32,FSR33,FSR34,FSR35,FSR36,FSR37,FSR38,FSR39,FSR40,FSR41,FSR42,FSR43,FSR44,FSR45,FSR46,FSR47,FSR48,FSR49,FSR50,FSR51,FSR52,FSR53,FSR54,FSR55,FSR56,FSR57,FSR58,FSR59,FSR60,FSR61,FSR62,FSR63,FSR64
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,0.0,17.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,44.0,0.0,0.0,66.0,98.0,139.0,384.0,311.0,87.0,0.0,0.0,83.0,142.0,106.0,115.0,149.0,19.0,0.0,0.0,20.0,41.0,20.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,28.0,0.0,19.0,39.0,0.0,0.0,0.0,0.0,16.0,0.0,24.0,37.0,34.0,0.0,0.0,63.0,88.0,141.0,395.0,303.0,88.0,0.0,0.0,74.0,149.0,109.0,111.0,147.0,27.0,0.0,0.0,28.0,33.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,38.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,18.0,0.0,29.0,31.0,48.0,0.0,0.0,75.0,98.0,136.0,383.0,312.0,96.0,0.0,0.0,77.0,152.0,108.0,108.0,134.0,25.0,0.0,0.0,27.0,39.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,25.0,35.0,0.0,26.0,50.0,0.0,0.0,0.0,0.0,17.0,0.0,32.0,40.0,46.0,0.0,0.0,73.0,92.0,141.0,394.0,309.0,95.0,0.0,0.0,77.0,154.0,107.0,117.0,131.0,24.0,0.0,0.0,28.0,33.0,21.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,17.0,0.0,29.0,42.0,32.0,0.0,0.0,71.0,100.0,143.0,398.0,311.0,91.0,0.0,0.0,77.0,148.0,102.0,118.0,139.0,24.0,0.0,0.0,32.0,33.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,16.0,0.0,28.0,36.0,38.0,0.0,0.0,71.0,104.0,144.0,392.0,318.0,90.0,0.0,0.0,80.0,144.0,116.0,114.0,151.0,26.0,0.0,0.0,32.0,39.0,16.0,38.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,21.0,45.0,0.0,0.0,0.0,0.0,17.0,0.0,24.0,38.0,46.0,0.0,0.0,71.0,102.0,148.0,398.0,311.0,94.0,0.0,0.0,74.0,157.0,119.0,126.0,158.0,20.0,0.0,0.0,29.0,40.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,29.0,32.0,0.0,28.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,44.0,0.0,0.0,77.0,107.0,148.0,388.0,308.0,95.0,0.0,0.0,80.0,155.0,123.0,121.0,166.0,24.0,0.0,0.0,35.0,44.0,23.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,0.0,22.0,43.0,0.0,0.0,0.0,0.0,17.0,0.0,22.0,44.0,40.0,0.0,0.0,74.0,109.0,146.0,349.0,281.0,93.0,0.0,0.0,84.0,162.0,129.0,141.0,180.0,25.0,0.0,0.0,35.0,45.0,20.0,51.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,0.0,16.0,52.0,0.0,0.0,0.0,0.0,18.0,0.0,30.0,37.0,33.0,0.0,0.0,80.0,112.0,163.0,377.0,273.0,85.0,0.0,0.0,88.0,166.0,142.0,146.0,192.0,21.0,0.0,0.0,37.0,49.0,21.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,0.0,24.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,31.0,34.0,34.0,0.0,0.0,82.0,108.0,152.0,394.0,297.0,91.0,0.0,0.0,85.0,166.0,117.0,132.0,164.0,26.0,0.0,0.0,38.0,49.0,18.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,0.0,25.0,35.0,0.0,0.0,0.0,0.0,25.0,0.0,31.0,34.0,30.0,0.0,0.0,76.0,101.0,151.0,387.0,292.0,94.0,0.0,0.0,88.0,163.0,121.0,144.0,176.0,25.0,0.0,0.0,32.0,47.0,25.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,21.0,31.0,0.0,23.0,43.0,0.0,0.0,0.0,0.0,25.0,0.0,28.0,35.0,32.0,0.0,0.0,75.0,110.0,157.0,381.0,297.0,85.0,0.0,0.0,89.0,160.0,125.0,143.0,175.0,24.0,0.0,0.0,27.0,44.0,25.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,40.0,0.0,20.0,43.0,0.0,0.0,0.0,0.0,22.0,0.0,28.0,35.0,37.0,0.0,0.0,73.0,106.0,153.0,392.0,304.0,89.0,0.0,0.0,93.0,161.0,122.0,132.0,170.0,23.0,0.0,0.0,39.0,49.0,19.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,23.0,38.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,22.0,0.0,32.0,39.0,36.0,0.0,0.0,79.0,113.0,150.0,388.0,291.0,90.0,0.0,0.0,88.0,171.0,126.0,140.0,179.0,0.0,0.0,0.0,34.0,46.0,24.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,34.0,0.0,19.0,44.0,0.0,0.0,0.0,0.0,16.0,0.0,27.0,28.0,38.0,0.0,0.0,81.0,112.0,152.0,394.0,300.0,92.0,0.0,0.0,80.0,165.0,128.0,134.0,175.0,19.0,0.0,0.0,34.0,37.0,24.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,21.0,35.0,0.0,22.0,46.0,0.0,0.0,0.0,0.0,23.0,0.0,27.0,26.0,39.0,0.0,0.0,79.0,113.0,155.0,394.0,302.0,89.0,0.0,0.0,85.0,164.0,125.0,128.0,163.0,21.0,0.0,0.0,33.0,38.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,25.0,43.0,0.0,0.0,0.0,0.0,18.0,0.0,33.0,34.0,33.0,0.0,0.0,89.0,114.0,155.0,390.0,305.0,81.0,0.0,0.0,88.0,173.0,125.0,128.0,156.0,35.0,0.0,0.0,43.0,41.0,16.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,34.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,22.0,0.0,21.0,34.0,40.0,0.0,0.0,92.0,112.0,159.0,392.0,308.0,89.0,0.0,0.0,92.0,166.0,119.0,130.0,148.0,21.0,0.0,0.0,38.0,49.0,22.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,0.0,24.0,46.0,0.0,0.0,0.0,0.0,20.0,0.0,43.0,35.0,34.0,0.0,0.0,88.0,113.0,152.0,397.0,314.0,89.0,0.0,0.0,89.0,184.0,127.0,129.0,157.0,23.0,0.0,0.0,46.0,48.0,20.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,18.0,39.0,0.0,17.0,46.0,0.0,0.0,0.0,0.0,20.0,0.0,25.0,35.0,41.0,0.0,0.0,89.0,114.0,156.0,396.0,302.0,84.0,0.0,0.0,93.0,162.0,120.0,138.0,161.0,23.0,0.0,0.0,40.0,52.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,19.0,38.0,17.0,16.0,46.0,0.0,0.0,0.0,0.0,18.0,0.0,33.0,33.0,30.0,0.0,0.0,84.0,112.0,160.0,396.0,311.0,93.0,0.0,0.0,93.0,165.0,131.0,133.0,166.0,0.0,0.0,0.0,44.0,46.0,22.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,0.0,0.0,23.0,37.0,0.0,24.0,52.0,0.0,0.0,0.0,0.0,19.0,0.0,30.0,41.0,32.0,0.0,0.0,86.0,112.0,154.0,381.0,301.0,82.0,0.0,0.0,97.0,166.0,124.0,142.0,161.0,24.0,0.0,0.0,46.0,49.0,17.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
