FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,FSR20,FSR21,FSR22,FSR23,FSR24,FSR25,FSR26,FSR27,FSR28,FSR29,FSR30,FSR31,FSR32,FSR33,FSR34,FSR35,FSR36,FSR37,FSR38,FSR39,FSR40,FSR41,FSR42,FSR43,FSR44,FSR45,FSR46,FSR47,FSR48,FSR49,FSR50,FSR51,FSR52,FSR53,FSR54,FSR55,FSR56,FSR57,FSR58,FSR59,FSR60,FSR61,FSR62,FSR63,FSR64
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,46.0,153.0,232.0,56.0,0.0,0.0,0.0,0.0,41.0,95.0,89.0,29.0,0.0,0.0,0.0,0.0,78.0,151.0,262.0,119.0,76.0,54.0,20.0,0.0,0.0,170.0,62.0,97.0,85.0,50.0,0.0,0.0,0.0,0.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,57.0,0.0,0.0,0.0,0.0,0.0,60.0,152.0,242.0,52.0,0.0,0.0,0.0,0.0,44.0,101.0,96.0,26.0,0.0,0.0,0.0,0.0,95.0,166.0,262.0,108.0,89.0,66.0,18.0,0.0,0.0,176.0,62.0,106.0,84.0,49.0,0.0,0.0,0.0,0.0,18.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,62.0,0.0,0.0,0.0,0.0,0.0,44.0,146.0,236.0,53.0,0.0,0.0,0.0,0.0,43.0,92.0,94.0,29.0,0.0,0.0,0.0,0.0,88.0,169.0,264.0,122.0,89.0,60.0,27.0,0.0,0.0,180.0,68.0,96.0,83.0,54.0,0.0,0.0,0.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,62.0,0.0,0.0,0.0,0.0,0.0,66.0,148.0,239.0,47.0,0.0,0.0,0.0,0.0,58.0,109.0,87.0,27.0,0.0,0.0,0.0,0.0,101.0,174.0,282.0,114.0,87.0,67.0,27.0,0.0,16.0,182.0,60.0,92.0,80.0,53.0,0.0,0.0,0.0,0.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,57.0,0.0,0.0,0.0,0.0,0.0,74.0,152.0,232.0,47.0,0.0,0.0,0.0,0.0,64.0,112.0,85.0,29.0,0.0,0.0,0.0,0.0,98.0,175.0,274.0,113.0,88.0,66.0,22.0,0.0,16.0,178.0,66.0,99.0,74.0,51.0,0.0,0.0,0.0,0.0,24.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,62.0,0.0,0.0,0.0,0.0,0.0,74.0,145.0,225.0,54.0,0.0,0.0,0.0,0.0,62.0,112.0,94.0,28.0,0.0,0.0,0.0,0.0,97.0,173.0,248.0,126.0,87.0,69.0,25.0,0.0,0.0,166.0,62.0,97.0,87.0,52.0,0.0,0.0,0.0,0.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,73.0,0.0,0.0,0.0,0.0,0.0,76.0,151.0,241.0,63.0,0.0,0.0,0.0,0.0,63.0,107.0,94.0,25.0,0.0,0.0,0.0,0.0,105.0,174.0,260.0,120.0,87.0,62.0,19.0,0.0,0.0,176.0,63.0,88.0,84.0,50.0,0.0,0.0,0.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,75.0,16.0,0.0,0.0,0.0,0.0,60.0,145.0,217.0,54.0,0.0,0.0,0.0,0.0,54.0,111.0,85.0,27.0,0.0,0.0,0.0,0.0,108.0,174.0,276.0,107.0,78.0,61.0,24.0,0.0,31.0,198.0,66.0,99.0,83.0,50.0,0.0,0.0,0.0,0.0,33.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,69.0,0.0,0.0,0.0,0.0,0.0,73.0,137.0,225.0,53.0,0.0,0.0,0.0,0.0,62.0,114.0,93.0,23.0,0.0,0.0,0.0,0.0,117.0,180.0,239.0,117.0,88.0,66.0,19.0,0.0,23.0,203.0,67.0,92.0,80.0,56.0,0.0,0.0,0.0,0.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,56.0,0.0,0.0,0.0,0.0,0.0,85.0,157.0,238.0,48.0,0.0,0.0,0.0,0.0,70.0,123.0,92.0,20.0,0.0,0.0,0.0,0.0,118.0,192.0,226.0,116.0,90.0,70.0,29.0,0.0,37.0,200.0,69.0,90.0,80.0,52.0,0.0,0.0,0.0,0.0,25.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
