FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,FSR20,FSR21,FSR22,FSR23,FSR24,FSR25,FSR26,FSR27,FSR28,FSR29,FSR30,FSR31,FSR32,FSR33,FSR34,FSR35,FSR36,FSR37,FSR38,FSR39,FSR40,FSR41,FSR42,FSR43,FSR44,FSR45,FSR46,FSR47,FSR48,FSR49,FSR50,FSR51,FSR52,FSR53,FSR54,FSR55,FSR56,FSR57,FSR58,FSR59,FSR60,FSR61,FSR62,FSR63,FSR64
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,41.0,75.0,52.0,20.0,0.0,0.0,94.0,21.0,65.0,161.0,219.0,60.0,0.0,0.0,0.0,0.0,26.0,62.0,162.0,180.0,0.0,0.0,19.0,16.0,43.0,148.0,247.0,230.0,0.0,0.0,45.0,28.0,58.0,161.0,238.0,114.0,0.0,0.0,0.0,0.0,0.0,56.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,71.0,53.0,20.0,0.0,0.0,97.0,20.0,66.0,155.0,215.0,61.0,0.0,0.0,0.0,0.0,25.0,62.0,158.0,175.0,0.0,0.0,0.0,16.0,36.0,152.0,246.0,231.0,0.0,0.0,46.0,27.0,58.0,170.0,233.0,120.0,0.0,0.0,0.0,0.0,0.0,68.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,38.0,73.0,49.0,21.0,0.0,0.0,91.0,21.0,65.0,158.0,218.0,64.0,0.0,0.0,0.0,0.0,28.0,67.0,160.0,192.0,0.0,0.0,0.0,0.0,43.0,148.0,248.0,225.0,0.0,0.0,53.0,26.0,56.0,161.0,235.0,115.0,0.0,0.0,0.0,0.0,0.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,49.0,66.0,51.0,23.0,0.0,0.0,88.0,26.0,65.0,162.0,221.0,59.0,0.0,0.0,0.0,0.0,26.0,59.0,159.0,186.0,0.0,0.0,19.0,0.0,44.0,140.0,239.0,242.0,0.0,0.0,53.0,38.0,51.0,162.0,233.0,118.0,0.0,0.0,0.0,0.0,0.0,70.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,37.0,68.0,36.0,22.0,0.0,0.0,75.0,22.0,67.0,161.0,211.0,64.0,0.0,0.0,0.0,0.0,25.0,59.0,159.0,195.0,0.0,0.0,19.0,0.0,47.0,150.0,247.0,234.0,0.0,0.0,51.0,29.0,57.0,157.0,229.0,127.0,0.0,0.0,0.0,0.0,18.0,64.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,72.0,52.0,24.0,0.0,0.0,86.0,31.0,69.0,153.0,222.0,69.0,0.0,0.0,0.0,0.0,22.0,66.0,173.0,197.0,0.0,0.0,17.0,20.0,39.0,141.0,246.0,242.0,0.0,0.0,47.0,26.0,57.0,163.0,235.0,121.0,0.0,0.0,0.0,0.0,0.0,67.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,47.0,67.0,48.0,24.0,0.0,0.0,82.0,28.0,57.0,156.0,210.0,62.0,0.0,0.0,0.0,0.0,23.0,58.0,166.0,203.0,0.0,0.0,19.0,0.0,40.0,144.0,249.0,248.0,0.0,0.0,51.0,19.0,47.0,161.0,238.0,128.0,0.0,0.0,0.0,0.0,16.0,64.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,71.0,51.0,19.0,0.0,0.0,75.0,33.0,66.0,154.0,212.0,61.0,0.0,0.0,0.0,0.0,16.0,62.0,165.0,202.0,0.0,0.0,19.0,0.0,40.0,146.0,244.0,245.0,0.0,0.0,53.0,23.0,51.0,160.0,239.0,123.0,0.0,0.0,0.0,0.0,0.0,65.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,65.0,44.0,0.0,0.0,0.0,76.0,27.0,63.0,154.0,224.0,58.0,0.0,0.0,0.0,0.0,23.0,70.0,167.0,207.0,0.0,0.0,0.0,16.0,44.0,142.0,249.0,244.0,0.0,0.0,56.0,29.0,53.0,152.0,236.0,116.0,0.0,0.0,0.0,0.0,0.0,64.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,47.0,70.0,47.0,20.0,0.0,0.0,73.0,30.0,66.0,145.0,214.0,64.0,0.0,0.0,0.0,0.0,29.0,63.0,166.0,217.0,0.0,0.0,17.0,0.0,34.0,139.0,247.0,251.0,0.0,0.0,48.0,20.0,48.0,154.0,241.0,129.0,0.0,0.0,0.0,0.0,0.0,63.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
